Trace,HR,Time,Each_vid_frame_size
-0.63613382,113,58.743,
-0.7866256,113,58.769,
-0.81508383,113,58.811,
-0.55476184,113,58.833,
0.096067523,113,58.874,
0.70950581,113,58.915,
0.88523413,113,58.933,
0.75504873,113.6,58.974,
0.5069301,114,59.001,
0.22625292,114,59.043,
0.043202586,114,59.069,
-0.099186168,114,59.111,
-0.1520511,114,59.133,
-0.25372946,114,59.175,
-0.35950815,114,59.201,
-0.51082976,114,59.242,
-0.63774466,114,59.269,
-0.79067711,114,59.31,
-0.63613382,114,59.352,
0.071660812,114,59.393,
0.901489,114,59.433,
1.2187762,114,59.475,
1.0707251,114,59.516,
0.77135241,114,59.557,
0.51098162,114,59.598,
0.31572793,114,59.64,
0.29947306,114,59.651,
0.19486589,114,59.692,
0.12862608,114,59.704,
0.039151072,114,59.745,
-0.1724063,114,59.786,
-0.28628802,114,59.798,
-0.40832157,114,59.839,
-0.48154171,114,59.85,
-0.42457644,114,59.891,
-0.18866117,114,59.902,
0.41106054,114,59.943,
1.0316744,114,59.969,
1.1943695,114,60.011,
1.0804878,114,60.033,
0.77135241,114,60.074,
0.45567601,114,60.102,
0.21160889,114,60.135,
0.055405942,114,60.17,
-0.042220904,114,60.203,
-0.12764439,114,60.233,
-0.31069473,114,60.27,
-0.457135,114,60.301,
-0.63774466,114,60.333,
-0.8037103,114,60.369,
-0.90133714,114,60.401,
-0.73537151,114,60.433,
-0.17889849,114,60.47,
0.45567601,114,60.504,
0.84618339,114,60.533,
0.80713265,114,60.569,
0.60211628,114,60.601,
0.30923574,114,60.633,
0.055405942,114,60.674,
-0.14799959,114,60.715,
-0.24562644,114,60.757,
-0.35135631,114,60.799,
-0.47338987,114,60.84,
-0.63613382,114,60.881,
-0.72560882,114,60.893,
-0.83138751,114,60.934,
-0.82323567,114,60.946,
-0.51410026,114,60.987,
-0.18866117,114,61.001,
0.41335477,114,61.043,
0.79981064,114,61.07,
0.80713265,114,61.102,
0.63140433,114,61.135,
0.35643832,114,61.171,
0.10421936,114,61.204,
-0.066627615,114,61.233,
-0.18866117,114,61.272,
-0.28628802,114,61.302,
-0.36438949,114,61.333,
-0.51082976,114,61.372,
-0.63774466,114,61.401,
-0.8037103,114,61.433,
-0.9306252,114,61.469,
-1.0184894,114,61.501,
-0.91271067,114,61.542,
-0.457135,114,61.569,
0.31572793,114,61.61,
0.82421735,114,61.633,
1.0154195,114,61.674,
0.89743748,114,61.701,
0.65742188,114,61.743,
0.43370997,114,61.771,
0.24089695,114,61.805,
0.10421936,114,61.849,
0.055405942,114,61.87,
0.030999231,114,61.901,
-0.082882485,114,61.934,
-0.21794923,114,61.969,
-0.31557607,114,62.001,
-0.44249097,114,62.033,
-0.55964318,114,62.069,
-0.60845661,114,62.101,
-0.41320292,114,62.134,
0.16279547,114,62.17,
0.84618339,114,62.202,
1.2855042,114,62.236,
1.2757415,113.75,62.269,
1.0479293,113,62.301,
0.73879386,113,62.333,
0.53377748,113,62.369,
0.31572793,113,62.401,
0.17255816,113,62.434,
0.055405942,113,62.469,
-0.022695534,113,62.502,
-0.19842386,113,62.534,
-0.34486412,113,62.569,
-0.53035513,113,62.61,
-0.66459204,113,62.634,
-0.75001553,113,62.676,
-0.62798198,113,62.701,
-0.19564149,113,62.733,
0.68021775,113,62.769,
1.2675897,113,62.81,
1.3083001,112.6,62.852,
1.1293012,111,62.869,
0.91779268,111,62.911,
0.67777708,111,62.933,
0.47032003,111,62.975,
0.36048983,111,63.001,
0.25881147,111,63.042,
0.11237121,111,63.083,
-0.074779456,111,63.124,
-0.31884657,111,63.166,
-0.49130439,111,63.207,
0.092016009,111,63.248,
1.3733684,111,63.342,
1.19764,110.26,63.383,
0.3970999,110,63.552,
0.3076249,110,63.593,
0.12047423,110,63.634,
-0.074779456,110,63.675,
-0.34325328,110,63.717,
-0.48154171,110,63.728,
-0.63613382,110,63.771,
-0.72560882,110,63.786,
-0.28628802,110,63.833,
0.1774395,110,63.844,
0.95030242,110,63.885,
1.3733684,110,63.896,
1.6418422,110,63.938,
1.6174355,110,63.949,
1.4221818,110,63.991,
1.1781147,110,64.002,
0.90964084,110,64.043,
0.64116701,110,64.069,
0.47520138,110,64.102,
0.31899842,110,64.133,
0.16118463,110,64.17,
-0.003170165,110,64.203,
-0.21306788,110,64.234,
-0.41647342,110,64.269,
-0.63774466,110,64.302,
-0.7866256,110,64.334,
-0.75001553,110,64.37,
-0.19842386,110,64.403,
0.56794688,110,64.433,
1.1943695,110,64.469,
1.4709952,110,64.501,
1.3001482,109.33,64.533,
1.0072677,109,64.571,
0.66557373,109,64.601,
0.43615064,109,64.633,
0.23113426,109,64.672,
0.09445668,109,64.701,
-0.022695534,109,64.733,
-0.20818654,109,64.769,
-0.40344023,109,64.801,
-0.58893124,109,64.833,
-0.85579422,109,64.871,
-1.0184894,109,64.901,
-0.8622864,109,64.933,
-0.31557607,109,64.969,
0.36781185,109,65.001,
0.83642071,109,65.033,
0.85594607,109,65.072,
0.59235359,109,65.101,
0.23113426,109,65.133,
-0.01293285,109,65.169,
-0.20818654,109,65.201,
-0.34486412,109,65.235,
-0.46201634,109,65.269,
-0.60845661,109,65.302,
-0.8069808,109,65.346,
-1.0184894,109,65.369,
-1.184455,109,65.401,
-1.3113699,109,65.433,
-1.2625565,109,65.469,
-0.77442224,109,65.501,
-0.091034326,109,65.532,
0.61187896,109,65.57,
0.76808191,109,65.601,
0.64116701,108,65.633,
0.38733722,108,65.669,
0.1432701,108,65.701,
0.022847389,108,65.736,
-0.11890679,108,65.769,
-0.24723728,108,65.801,
-0.37415218,108,65.833,
-0.5498805,108,65.869,
-0.74513419,108,65.901,
-0.91109983,108,65.933,
-1.0673028,108,65.969,
-1.0965908,108,66.001,
-0.87204909,108,66.033,
-0.091034326,108,66.071,
0.63140433,108,66.101,
1.0072677,108,66.133,
0.95030242,108,66.169,
0.68998044,108,66.201,
0.3970999,108,66.233,
0.13350742,108,66.269,
0.006592519,108,66.302,
-0.091034326,108,66.335,
-0.19842386,108,66.369,
-0.28628802,108,66.404,
-0.37171151,108,66.433,
-0.57916855,108,66.47,
-0.77442224,108,66.501,
-0.94526922,108,66.533,
-0.95991325,108,66.569,
-0.52059245,108,66.601,
0.24089695,108,66.633,
0.9633356,108,66.669,
1.2513348,108,66.701,
1.1195386,108,66.733,
0.80713265,108,66.774,
0.58259091,108,66.801,
0.31572793,108,66.843,
0.18964285,108,66.869,
0.10421936,108,66.902,
0.045643257,108,66.933,
-0.051983588,108,66.971,
-0.19842386,108,67.002,
-0.37576302,108,67.043,
-0.49374506,108,67.069,
-0.55964318,108,67.102,
-0.38391486,108,67.133,
0.25881147,108,67.17,
1.1195386,108,67.201,
1.658097,108,67.242,
1.6418422,108,67.269,
1.4221818,108,67.301,
1.1195386,108,67.333,
0.82665802,108,67.371,
0.60211628,108,67.401,
0.47847188,108,67.443,
0.38489655,108,67.47,
0.24250779,108,67.511,
0.10421936,108,67.533,
-0.10499497,108,67.576,
-0.28628802,108,67.601,
-0.36995422,108,67.642,
-0.23747459,108,67.669,
0.22137158,108,67.702,
1.0219117,108,67.733,
1.6760116,108,67.769,
1.8322145,108,67.801,
1.6076728,109,67.834,
1.2269281,109,67.869,
0.87547144,109,67.901,
0.59235359,109,67.934,
0.40686259,109,67.969,
0.32876111,109,68.002,
0.19208353,109,68.035,
0.045643257,109,68.071,
-0.17889849,109,68.101,
-0.35950815,109,68.133,
-0.51410026,109,68.171,
-0.35462681,109,68.203,
0.13677792,109,68.233,
0.54354017,109,68.269,
0.64076046,86,0,
0.33679437,86,0.041,
0.022943195,86,0.083,
-0.084910048,86,0.124,
-0.084910048,86,0.166,
-0.19276329,86,0.207,
-0.38893498,86,0.249,
-0.60464147,86,0.291,
-0.72232095,86,0.332,
-0.76156706,86,0.343,
-0.8204068,86,0.388,
-0.84982667,86,0.399,
-0.90866641,86,0.441,
-0.90866641,86,0.452,
-0.51638186,86,0.494,
-0.006476675,86,0.506,
0.83693216,86,0.547,
1.2389841,86,0.559,
1.4841693,86,0.6,
1.4449232,86,0.618,
1.2879976,86,0.66,
1.0624649,86,0.681,
0.77809242,86,0.723,
0.53290722,86,0.749,
0.35050403,86,0.79,
0.26812839,86,0.817,
0.21911489,86,0.859,
0.10631911,86,0.882,
0.032769431,86,0.924,
-0.15551774,86,0.95,
-0.29673311,86,0.982,
-0.49678823,86,1.024,
-0.65859751,86,1.05,
-0.76745103,86,1.082,
-0.77921898,86,1.117,
-0.26142927,86,1.159,
0.46424124,86,1.181,
1.1114784,86,1.223,
1.5037629,86,1.249,
1.3692553,86,1.291,
1.1654344,86,1.317,
0.87611942,86,1.358,
0.53290722,86,1.399,
0.32696813,86,1.418,
0.22888228,86,1.46,
0.17004254,86,1.481,
0.072015538,86,1.523,
-0.037838256,86,1.55,
-0.24183563,86,1.593,
-0.42323855,86,1.617,
-0.54580173,86,1.659,
-0.65371381,86,1.682,
-0.75174082,86,1.724,
-0.84982667,86,1.75,
-0.73214719,86,1.782,
-0.10450368,86,1.818,
0.86829374,86,1.851,
1.3713735,86,1.881,
1.5233566,86,1.918,
1.3390117,86,1.952,
1.1213046,86,1.981,
0.79768605,86,2.019,
0.41522774,86,2.049,
0.23282455,86,2.081,
0.15044891,86,2.117,
0.091609171,86,2.149,
0.021001483,86,2.181,
-0.12021389,86,2.217,
-0.32026901,86,2.25,
-0.44971644,86,2.284,
-0.61446771,86,2.317,
-0.72037924,86,2.349,
-0.70861129,86,2.381,
-0.28496516,86,2.417,
0.44464761,86,2.451,
1.1389565,86,2.482,
1.5626027,86,2.517,
1.5272988,86,2.549,
1.3037078,86,2.584,
0.99774117,86,2.617,
0.64470273,86,2.65,
0.38580787,86,2.681,
0.1975207,86,2.717,
0.12691302,86,2.749,
0.044537379,86,2.781,
-0.094736285,86,2.822,
-0.34968888,86,2.864,
-0.5654542,86,2.905,
-0.77139329,86,2.946,
-0.79098693,86,2.958,
-0.5654542,86,3,
-0.065316415,86,3.019,
0.50348735,86,3.05,
1.0565809,86,3.082,
1.1977963,86,3.117,
1.033045,86,3.149,
0.7859181,86,3.181,
0.45641556,86,3.217,
0.14062267,86,3.255,
-0.099619983,86,3.282,
-0.21435748,86,3.317,
-0.27319722,86,3.349,
-0.37910875,86,3.383,
-0.53209207,86,3.424,
-0.67330745,86,3.451,
-0.83805872,86,3.481,
-0.97927409,86,3.518,
-1.0734177,86,3.55,
-1.00281,86,3.582,
-0.52032412,86,3.618,
0.091609171,86,3.649,
0.66529664,86,3.681,
0.95066937,86,3.717,
0.86635203,86,3.749,
0.72707836,86,3.781,
0.46424124,86,3.822,
0.22399859,86,3.849,
0.042595668,86,3.891,
-0.026070308,86,3.917,
-0.070200113,86,3.949,
-0.13392355,86,3.981,
-0.30850106,86,4.017,
-0.44971644,86,4.049,
-0.61446771,86,4.081,
-0.73214719,86,4.117,
-0.82629077,86,4.149,
-0.60269976,86,4.181,
-0.037838256,86,4.217,
0.56232709,86,4.249,
0.9447854,86,4.281,
0.99103344,86,4.323,
0.84181585,86,4.349,
0.68983281,86,4.391,
0.41522774,86,4.417,
0.12102904,86,4.459,
-0.040780243,86,4.481,
-0.16334342,86,4.523,
-0.2761392,86,4.549,
-0.39870238,86,4.591,
-0.51149816,86,4.618,
-0.63406134,86,4.66,
-0.73214719,86,4.68,
-0.83023303,86,4.722,
-0.89689846,86,4.749,
-0.69290108,86,4.792,
-0.18787959,86,4.817,
0.47406748,86,4.859,
0.87123572,86,4.883,
0.90359758,86,4.917,
0.77809242,86,4.959,
0.6505867,86,4.982,
0.37598163,86,5.024,
0.12102904,86,5.049,
-0.045663942,86,5.091,
-0.084910048,86,5.117,
-0.13392355,86,5.159,
-0.21729946,86,5.182,
-0.33986264,86,5.224,
-0.45265842,86,5.25,
-0.5752216,86,5.291,
-0.68801738,86,5.32,
-0.73214719,86,5.349,
-0.69684334,86,5.381,
-0.26142927,86,5.42,
0.25341846,86,5.449,
0.85652579,86,5.491,
0.97420527,86,5.517,
0.8957719,86,5.558,
0.68000657,86,5.599,
0.37598163,86,5.641,
0.079841223,86,5.683,
0.032769431,86,5.696,
-0.040780243,86,5.718,
-0.14374979,86,5.75,
-0.20258953,86,5.781,
-0.37910875,86,5.822,
-0.48207829,86,5.849,
-0.61446771,86,5.891,
-0.73214719,86,5.917,
-0.83511673,86,5.949,
-0.88513051,86,5.982,
-0.79098693,86,6.02,
-0.33497894,86,6.049,
0.17398481,86,6.082,
0.57409504,86,6.117,
0.68000657,86,6.15,
0.90359758,86,6.181,
0.85652579,86,6.219,
0.44464761,86,6.249,
-0.049606204,86,6.281,
-0.48502028,86,6.317,
-0.64977155,86,6.349,
-0.73214719,86,6.381,
-0.84982667,86,6.42,
-1.0557658,86,6.449,
-1.3323125,86,6.481,
-1.6265112,86,6.517,
-1.9207099,86,6.549,
-2.1560689,86,6.581,
-2.2619804,86,6.619,
-2.120765,86,6.649,
-1.2970087,86,6.681,
-0.084910048,86,6.717,
0.85652579,86,6.75,
1.0565809,86,6.781,
0.809454,86,6.818,
0.5152553,86,6.851,
0.16221686,86,6.881,
-0.28496516,86,6.917,
-0.6615395,86,6.949,
-0.88513051,86,6.981,
-1.00281,86,7.017,
-1.1204895,86,7.049,
-1.3323125,86,7.081,
-1.5676715,86,7.118,
-1.7677266,86,7.149,
-1.9442458,86,7.181,
-2.0619253,86,7.217,
-2.1443009,86,7.249,
-1.8501022,86,7.293,
-1.0263459,86,7.317,
0.013175798,86,7.358,
0.51819729,86,7.381,
0.39563411,86.75,7.422,
0.12102904,87,7.449,
-0.075083812,87,7.491,
-0.39381868,87,7.517,
-0.81452282,87,7.558,
-1.1440254,87,7.583,
-1.2518786,87,7.618,
-1.2028651,87,7.649,
-1.226401,87,7.681,
-1.4186304,87,7.717,
-1.7441907,87,7.749,
-1.9442458,87,7.782,
-2.0619253,87,7.817,
-2.120765,87,7.851,
-2.222752,87,7.881,
-2.1863302,87,7.918,
-1.4970638,87,7.949,
-0.47719459,87,7.983,
0.56232709,87,8.017,
0.82122195,87,8.049,
0.60939888,87,8.083,
0.37403992,87,8.117,
0.079841223,87,8.151,
-0.37910875,87,8.183,
-0.78116069,87,8.219,
-1.0263459,87,8.261,
-1.0851856,87,8.282,
-1.232285,87,8.324,
-1.4088042,87,8.349,
-1.6539894,87,8.391,
-1.8353923,87,8.417,
-2.0658499,87,8.459,
-2.2031407,87,8.481,
-2.2031407,87,8.523,
-2.2031407,87,8.549,
-1.9530718,87,8.591,
-1.0704757,87,8.617,
0.17004254,87,8.658,
0.91536553,87,8.682,
0.93890143,87,8.717,
0.6015732,87,8.759,
0.3122582,87,8.782,
-0.0731421,87,8.824,
-0.46148438,87,8.85,
-0.80081316,87,8.891,
-0.90866641,87,8.917,
-1.0165196,87,8.959,
-1.1293154,87,8.982,
-1.3205446,87,9.024,
-1.4823539,87,9.05,
-1.7030029,87,9.092,
-1.8795221,87,9.117,
-2.0560413,87,9.159,
-2.1639122,87,9.2,
-1.3303708,87,9.241,
0.18969502,87,9.282,
0.76826618,87,9.293,
1.1213046,87.2,9.335,
0.97420527,88,9.35,
0.69177452,88,9.392,
0.39757582,88,9.418,
0.062189301,88,9.453,
-0.33986264,88,9.486,
-0.74391514,88,9.517,
-0.88907277,88,9.559,
-0.94791251,88,9.581,
-1.0753594,88,9.622,
-1.2734728,88,9.649,
-1.5264837,88,9.691,
-1.7030029,88,9.717,
-1.8402937,88,9.759,
-1.9481704,88,9.781,
-2.0462327,88,9.822,
-2.0854612,88,9.849,
-1.4676439,88,9.886,
-0.20258953,88,9.918,
0.72707836,88,9.949,
1.2095642,88,9.991,
0.86829374,88,10.019,
0.53290722,88,10.049,
0.20928865,88,10.086,
-0.19082158,88,10.116,
-0.54386002,88,10.158,
-0.73214719,88,10.181,
-0.73214719,88,10.222,
-0.80569686,88,10.249,
-0.95767991,88,10.291,
-1.238169,88,10.317,
-1.4382241,88,10.349,
-1.6147433,88,10.381,
-1.8010711,88,10.423,
-1.9383619,88,10.449,
-1.987393,88,10.49,
-1.1832715,88,10.532,
0.18969502,88,10.574,
1.0918847,88,10.585,
1.3076501,88,10.627,
1.1213046,89,10.651,
0.809454,89,10.687,
0.5152553,89,10.719,
0.13868096,89,10.752,
-0.26142927,89,10.781,
-0.64388758,89,10.819,
-0.79098693,89,10.849,
-0.79098693,89,10.881,
-0.8694203,89,10.922,
-1.0851856,89,10.949,
-1.2499369,89,10.983,
-1.4382241,89,11.017,
-1.6147433,89,11.049,
-1.7520341,89,11.085,
-1.9383619,89,11.118,
-1.9207099,89,11.149,
-1.449992,89,11.181,
-0.15551774,89,11.218,
0.86829374,89,11.251,
1.2919399,89,11.286,
1.0095091,90,11.317,
0.73884631,90,11.349,
0.44464761,90,11.382,
-0.01430236,90,11.417,
-0.42618054,90,11.45,
-0.73214719,90,11.486,
-0.86159461,90,11.519,
-0.98709978,90,11.561,
-1.2028651,90,11.582,
-1.4186304,90,11.618,
-1.6441632,90,11.649,
-1.7912625,90,11.685,
-1.8736381,90,11.717,
-1.9677817,90,11.75,
-2.0736933,90,11.782,
-1.9207099,90,11.819,
-1.0734177,90,11.849,
0.20928865,90,11.886,
1.1036527,90,11.916,
1.3154758,90,11.952,
1.1213046,91,11.981,
0.80751229,91,12.019,
0.43287966,91,12.049,
0.044537379,91,12.089,
-0.24966132,91,12.117,
-0.42323855,91,12.152,
-0.49678823,91,12.181,
-0.62623566,91,12.217,
-0.82629077,91,12.249,
-1.1244317,91,12.286,
-1.3087766,91,12.317,
-1.4852959,91,12.35,
-1.6029753,91,12.384,
-1.7206548,91,12.417,
-1.8206824,91,12.459,
-1.4970638,91,12.485,
-0.55562797,91,12.527,
0.95461164,91,12.568,
1.709702,91,12.609,
1.4155033,91.75,12.654,
1.1507245,92,12.665,
0.74867255,92,12.706,
0.18969502,92,12.747,
-0.29084914,92,12.789,
-0.43794849,92,12.8,
-0.5262081,92,12.842,
-0.61446771,92,12.854,
-0.72232095,92,12.895,
-0.87924654,92,12.917,
-1.0950119,92,12.958,
-1.3499645,92,12.999,
-1.4774702,92,13.017,
-1.6637568,92,13.059,
-1.8059724,92,13.086,
-1.897174,92,13.117,
-1.7422313,92,13.16,
-0.92337634,92,13.186,
0.16221686,92,13.217,
1.2801719,92,13.249,
1.6332104,92,13.286,
1.3272437,93,13.317,
0.92713348,93,13.35,
0.56232709,93,13.381,
0.091609171,93,13.418,
-0.24966132,93,13.449,
-0.42618054,93,13.486,
-0.43794849,93,13.519,
-0.44971644,93,13.549,
-0.58504784,93,13.581,
-0.88907277,93,13.617,
-1.1440254,93,13.649,
-1.3676164,93,13.685,
-1.4823539,93,13.717,
-1.6343369,93,13.75,
-1.7177128,93,13.781,
-1.6539894,93,13.817,
-0.76745103,93,13.851,
0.50348735,93,13.886,
1.6096745,93,13.918,
1.8126716,93,13.949,
1.5155309,93,13.981,
1.0624649,93,14.017,
0.62116683,93,14.05,
0.11514507,93,14.087,
-0.21729946,93,14.117,
-0.37910875,93,14.149,
-0.43794849,93,14.181,
-0.53209207,93,14.218,
-0.74391514,93,14.249,
-1.0067523,93,14.29,
-1.2421112,93,14.331,
-1.4146882,93,14.372,
-1.5559035,93,14.384,
-1.5979151,93,14.426,
-1.673583,93,14.449,
-1.3597907,93,14.491,
-0.5262081,93,14.517,
0.69177452,93,14.55,
1.7391219,93,14.581,
1.8077879,92.75,14.618,
1.4449232,92,14.652,
1.0918847,92,14.686,
0.73884631,92,14.717,
0.26812839,92,14.749,
-0.13198184,92,14.781,
-0.32026901,92,14.817,
-0.2810229,92,14.859,
-0.30555907,92,14.886,
-0.50855618,92,14.919,
-0.77921898,92,14.949,
-1.163619,92,14.986,
-1.452934,92,15.019,
-1.6500471,92,15.049,
-1.8010711,92,15.088,
-1.7618426,92,15.118,
-0.96750615,92,15.149,
0.36227197,92,15.185,
1.6449783,92,15.217,
2.0921603,92,15.249,
1.8685693,91,15.288,
1.4566911,91,15.318,
0.97420527,91,15.349,
0.42111171,91,15.386,
0.021001483,91,15.417,
-0.20258953,91,15.459,
-0.29084914,91,15.501,
-0.43794849,91,15.517,
-0.67330745,91,15.559,
-0.92337634,91,15.585,
-1.1832715,91,15.626,
-1.3058347,91,15.649,
-1.4676439,91,15.69,
-1.6000334,91,15.717,
-1.300951,91,15.758,
-0.42323855,91,15.785,
1.1114784,91,15.826,
2.1068703,91,15.848,
2.2588533,91,15.89,
1.9156411,92,15.917,
1.4841693,92,15.959,
1.033045,92,15.985,
0.48389372,92,16.027,
0.17986878,92,16.049,
0.14062267,92,16.09,
0.091609171,92,16.118,
-0.037838256,92,16.149,
-0.30850106,92,16.187,
-0.56739592,92,16.219,
-0.86159461,92,16.248,
-1.0969536,92,16.285,
-1.3323125,92,16.317,
-1.5088318,92,16.352,
-1.3205446,92,16.386,
-0.3438049,92,16.417,
1.044813,92,16.451,
2.1274642,92,16.486,
2.3157513,92,16.519,
1.9862488,92,16.551,
1.5979065,92,16.585,
0.9937989,92,16.626,
0.56232709,92,16.649,
0.17986878,92,16.69,
0.047479366,92,16.717,
0.022943195,92,16.759,
-0.070200113,92,16.785,
-0.27319722,92,16.817,
-0.50855618,92,16.849,
-0.74391514,92,16.885,
-0.97927409,92,16.916,
-1.163619,92,16.959,
-1.0704757,92,16.986,
-0.22612542,92,17.017,
1.1977963,92,17.05,
2.4334308,92,17.086,
2.7629334,92,17.118,
2.5511103,92,17.149,
2.2216078,92,17.186,
1.7979616,92,17.217,
1.2448681,92,17.249,
0.75061426,92,17.285,
0.53290722,92,17.318,
0.42505398,92,17.351,
0.1975207,92,17.385,
-0.037838256,92,17.418,
-0.30850106,92,17.449,
-0.60269976,92,17.486,
-0.86159461,92,17.518,
-1.0969536,92,17.551,
-1.1322574,92,17.586,
-0.37910875,92,17.617,
0.88594566,92,17.65,
2.1215802,92,17.685,
2.7393975,92,17.717,
2.5334584,92,17.752,
2.1804199,92,17.785,
1.7391219,92,17.816,
1.2291579,92,17.849,
0.59763093,92,17.886,
0.25636044,92,17.916,
0.11514507,92,17.949,
-0.037838256,92,17.985,
-0.34968888,92,18.026,
-0.79098693,92,18.068,
-1.163619,92,18.109,
-1.4774702,92,18.151,
-1.7128291,92,18.192,
-1.2518786,92,18.233,
0.2210566,92,18.274,
1.8960475,92,18.315,
2.5040385,92,18.357,
2.386359,92,18.369,
2.1215802,92.75,18.41,
1.9156411,93,18.424,
1.6802821,93,18.436,
1.2095642,93,18.477,
0.79768605,93,18.489,
0.42505398,93,18.532,
0.22888228,93,18.549,
0.13085528,93,18.591,
-0.026070308,93,18.617,
-0.24966132,93,18.649,
-0.61446771,93,18.687,
-0.90866641,93,18.718,
-1.1087215,93,18.749,
-1.3597907,93,18.788,
-1.4970638,93,18.817,
-1.0969536,93,18.849,
0.20928865,93,18.888,
1.9274091,93,18.918,
2.7982372,93,18.949,
2.8570769,93,18.99,
2.5334584,93,19.017,
2.1804199,93,19.059,
1.4449232,93,19.101,
0.9937989,93,19.117,
0.65647067,93,19.148,
0.34656176,93,19.186,
0.079841223,93,19.219,
-0.070200113,93,19.252,
-0.38893498,93,19.287,
-0.71743725,93,19.317,
-0.93808628,93,19.351,
-1.2196933,93,19.388,
-1.3940943,93,19.418,
-1.4823539,93,19.448,
-1.065592,93,19.485,
0.23282455,93,19.519,
1.6567463,93,19.549,
2.788411,93,19.588,
2.8717869,93,19.617,
2.6070081,94,19.649,
2.0921603,94,19.686,
1.4566911,94,19.717,
0.92713348,94,19.75,
0.44464761,94,19.785,
0.25636044,94,19.817,
0.13868096,94,19.849,
-0.061374152,94,19.885,
-0.33203696,94,19.917,
-0.60269976,94,19.948,
-0.87336256,94,19.985,
-1.1557933,94,20.017,
-1.3793843,94,20.052,
-1.5706135,94,20.088,
-1.4872376,94,20.116,
-0.42618054,94,20.149,
1.2801719,94,20.185,
2.4569667,94,20.217,
2.845309,94,20.248,
2.5864141,94,20.286,
2.1980719,94,20.318,
1.6214424,94,20.348,
0.97420527,94,20.385,
0.6064569,94,20.417,
0.39563411,94,20.448,
0.25636044,94,20.485,
0.10337712,94,20.518,
-0.19082158,94,20.551,
-0.61446771,94,20.585,
-0.96750615,94,20.619,
-1.2734728,94,20.652,
-1.5559035,94,20.686,
-1.7716512,94,20.717,
-1.8501022,94,20.749,
-0.8204068,94,20.79,
0.6064569,94,20.819,
1.9744808,94,20.849,
2.7158616,94,20.891,
2.6687898,94,20.918,
2.3157513,94,20.949,
1.7195283,94,20.991,
1.1213046,94,21.017,
0.62116683,94,21.049,
0.27989634,94,21.085,
0.13868096,94,21.118,
-0.002534413,94,21.15,
-0.32026901,94,21.185,
-0.67330745,94,21.219,
-0.98221608,94,21.249,
-1.4046266,94,21.291,
-1.688293,94,21.317,
-1.830491,94,21.359,
-1.6294532,94,21.385,
-0.6615395,94,21.418,
1.1801444,94,21.459,
2.5334584,94,21.485,
2.8963231,94,21.526,
2.7099776,94,21.549,
2.3079257,95,21.59,
1.6018488,95,21.632,
0.81727968,95,21.673,
0.31520018,95,21.714,
0.052363065,95,21.756,
-0.21941769,95,21.802,
-0.43794849,95,21.813,
-0.69290108,95,21.854,
-1.0361721,95,21.896,
-1.4382241,95,21.937,
-1.7716512,95,21.979,
-1.2812985,95,22.021,
0.28772202,95,22.062,
2.1705937,95,22.104,
2.7001514,95,22.145,
2.5040385,95.5,22.157,
2.1863039,96,22.199,
1.8568014,96,22.21,
1.3860834,96,22.252,
0.97420527,96,22.263,
0.53290722,96,22.305,
0.32696813,96,22.317,
0.14203483,96,22.359,
0.062189301,96,22.371,
-0.17316966,96,22.413,
-0.43794849,96,22.425,
-0.67330745,96,22.466,
-1.1440254,96,22.507,
-1.50689,96,22.548,
-1.8893307,96,22.59,
-1.6441632,96,22.631,
0.052363065,96,22.672,
1.9156411,96,22.713,
2.8080634,96,22.755,
2.6118917,96,22.796,
2.0823341,96,22.839,
1.7391219,96,22.851,
1.1114784,96,22.892,
0.54273346,96,22.934,
0.26812839,96,22.975,
0.081782935,96,23.016,
-0.32026901,96,23.057,
-0.73214719,96,23.098,
-0.96750615,96,23.109,
-1.1538516,96,23.151,
-1.3793843,96,23.163,
-1.5323676,96,23.204,
-1.3205446,96,23.216,
-0.16334342,96,23.258,
0.56232709,96,23.27,
2.2855077,96,23.311,
3.0335962,96,23.323,
3.3082012,96,23.364,
3.2101154,96,23.388,
2.9865244,96,23.417,
1.256636,96,23.448,
0.88594566,96,23.487,
0.59174696,96,23.517,
0.37403992,96,23.549,
0.23282455,96,23.586,
0.11514507,96,23.619,
-0.037838256,96,23.649,
-0.27319722,96,23.687,
-0.50855618,96,23.719,
-0.6850754,96,23.749,
-0.88513051,96,23.785,
-0.96750615,96,23.817,
-0.67330745,96,23.85,
-0.049606204,96,23.887,
0.71531041,96,23.919,
1.1507245,96,23.949,
1.2095642,96,23.987,
1.0565809,96,24.017,
0.82710592,96,24.049,
0.55250085,96,24.088,
0.2210566,96,24.118,
0.032769431,96,24.151,
-0.061374152,96,24.185,
-0.12021389,96,24.217,
-0.29673311,96,24.251,
-0.47325233,96,24.285,
-0.64977155,96,24.32,
-0.76156706,96,24.35,
-0.91849264,96,24.388,
-0.99104204,96,24.418,
-0.64388758,96,24.449,
-0.026070308,96,24.485,
0.79768605,96,24.518,
1.1624924,96,24.548,
1.2448681,96,24.585,
1.1311309,96,24.618,
0.90359758,96,24.651,
0.53879119,96,24.685,
0.17986878,96,24.72,
-0.049606204,96,24.75,
-0.28667152,96,24.792,
-0.41835485,96,24.818,
-0.51638186,96,24.851,
-0.6850754,96,24.885,
-0.86159461,96,24.918,
-1.00281,96,24.948,
-1.1832715,96,24.99,
-1.2028651,96,25.017,
-0.83023303,96,25.059,
-0.12903985,96,25.085,
